"chromosome"	"V1"	"V2"
"3681"	"1"	930665	931564
"3685"	"1"	932059	932754
"3689"	"1"	933179	934837
"3693"	"1"	934834	935826
"3697"	"1"	935941	937056
"3701"	"1"	937053	938999
"3705"	"1"	939072	939296
"3709"	"1"	939619	939939
"3713"	"1"	940113	942245
"3717"	"1"	942457	942484
"3720"	"1"	942943	943030
"3723"	"1"	942946	943030
"3726"	"1"	943283	943501
"3730"	"1"	943786	944490
"3734"	"1"	944532	946253
"3738"	"1"	946254	948020
"3742"	"1"	948143	949108
"3746"	"1"	949653	950147
"3750"	"1"	950282	954310
"3754"	"1"	954462	955076
"3758"	"1"	955087	956430
"3762"	"1"	956521	957813
"3766"	"1"	957827	957961
"3769"	"1"	958052	960496
"3773"	"1"	960507	961124
"3777"	"1"	961126	961989
"3781"	"1"	962024	962650
"3785"	"1"	962964	964112
"3789"	"1"	964322	965752
"3793"	"1"	965753	966661
"3797"	"1"	966761	967351
"3801"	"1"	967433	968173
"3805"	"1"	968365	970647
"3809"	"1"	970702	971559
"3813"	"1"	971964	973724
"3817"	"1"	973854	974546
"3821"	"1"	974745	975833
"3825"	"1"	975904	977187
"3829"	"1"	977356	978120
"3833"	"1"	978293	978976
"3837"	"1"	979087	980760
"3841"	"1"	980920	981204
"3845"	"1"	981412	983676
"3849"	"1"	983713	985461
"3853"	"1"	985458	986444
"3857"	"1"	986481	987713
"3861"	"1"	987765	987947
"3865"	"1"	987944	988690
"3869"	"1"	988844	989737
"3873"	"1"	989714	990493
"3877"	"1"	990629	991414
"3881"	"1"	991411	992733
"3885"	"1"	992741	993418
"3889"	"1"	993418	997878
"3893"	"1"	998139	999986
"3897"	"1"	1000167	1000715
"3901"	"1"	1000742	1001389
"3905"	"1"	1001611	1002801
"3909"	"1"	1002986	1004074
"3913"	"1"	1004676	1006076
"3917"	"1"	1006245	1007447
"3921"	"1"	1007713	1010325
"3925"	"1"	1010368	1011135
"3929"	"1"	1011132	1011923
"3933"	"1"	1011934	1013079
"3937"	"1"	1013076	1014035
"3941"	"1"	1014028	1014603
"3945"	"1"	1014959	1015498
"3949"	"1"	1015581	1016282
"3953"	"1"	1016307	1018907
"3957"	"1"	1018898	1019968
"3961"	"1"	1019980	1020522
"3965"	"1"	1020530	1021045
"3969"	"1"	1021038	1021748
"3973"	"1"	1021859	1022869
"3977"	"1"	1023043	1023585
"3981"	"1"	1023582	1024691
"3985"	"1"	1024935	1027043
"3989"	"1"	1027055	1028962
"3993"	"1"	1029092	1030345
"3997"	"1"	1030350	1031990
"4001"	"1"	1032002	1032550
"4005"	"1"	1032806	1032973
"4009"	"1"	1033043	1033561
"4013"	"1"	1033630	1035390
"4017"	"1"	1035576	1036028
"4021"	"1"	1036104	1037144
"4025"	"1"	1037501	1038010
"4029"	"1"	1038229	1038858
"4033"	"1"	1038821	1040974
"4037"	"1"	1040993	1041439
"4041"	"1"	1041562	1043616
"4045"	"1"	1043648	1044106
"4049"	"1"	1044202	1044864
"4053"	"1"	1045037	1045450
"4057"	"1"	1045495	1045812
"4061"	"1"	1045870	1046973
"4065"	"1"	1047155	1047433
"4069"	"1"	1047430	1047759
"4073"	"1"	1047850	1048509
"4077"	"1"	1048716	1048803
"4080"	"1"	1048719	1048803
"4083"	"1"	1049230	1050348
"4087"	"1"	1050345	1052138
"4091"	"1"	1052157	1052864
"4095"	"1"	1052861	1053448
"4099"	"1"	1053445	1053843
"4103"	"1"	1053840	1054697
"4107"	"1"	1054831	1056375
"4111"	"1"	1056387	1057523
"4115"	"1"	1057708	1059006
"4119"	"1"	1059121	1061301
"4123"	"1"	1061321	1061767
"4127"	"1"	1061755	1062894
"4131"	"1"	1062940	1065036
"4135"	"1"	1065036	1065782
"4139"	"1"	1065779	1066423
"4143"	"1"	1066530	1066835
"4147"	"1"	1067254	1067466
"4151"	"1"	1067752	1067964
"4155"	"1"	1068138	1068368
"4159"	"1"	1068358	1068531
"4163"	"1"	1068579	1069652
"4167"	"1"	1069724	1072468
"4171"	"1"	1072551	1073579
"4175"	"1"	1073552	1074244
"4179"	"1"	1074374	1075546
"4183"	"1"	1075546	1078092
"4187"	"1"	1078089	1078688
"4191"	"1"	1078840	1079145
"4195"	"1"	1079145	1080065
"4199"	"1"	1080326	1081585
"4203"	"1"	1081868	1083109
"4207"	"1"	1083147	1083374
"4211"	"1"	1083395	1083991
"4215"	"1"	1084364	1084537
"4219"	"1"	1084795	1086123
"4223"	"1"	1086144	1086638
"4227"	"1"	1086649	1087239
"4231"	"1"	1087249	1088049
"4235"	"1"	1088057	1088443
"4239"	"1"	1088455	1089147
"4243"	"1"	1089147	1090295
"4247"	"1"	1090526	1091164
"4251"	"1"	1091204	1095166
"4255"	"1"	1095589	1097097
"4259"	"1"	1097631	1098470
"4263"	"1"	1098528	1099655
"4267"	"1"	1099661	1100932
"4271"	"1"	1101277	1102341
"4275"	"1"	1102391	1102804
"4279"	"1"	1102806	1104131
"4283"	"1"	1104124	1106142
"4287"	"1"	1106151	1108574
"4291"	"1"	1109161	1110519
"4295"	"1"	1110530	1111784
"4296"	"1"	1110560	1111375
"4300"	"1"	1111423	1111731
"4304"	"1"	1112133	1112220
"4307"	"1"	1112136	1112220
"4310"	"1"	1112455	1113393
"4314"	"1"	1113448	1114185
"4318"	"1"	1114209	1114763
"4322"	"1"	1114865	1115356
"4326"	"1"	1115420	1116253
"4330"	"1"	1116280	1116696
"4334"	"1"	1116721	1117110
"4338"	"1"	1117115	1117765
"4342"	"1"	1118520	1118975
"4346"	"1"	1119016	1119471
"4350"	"1"	1119530	1119862
"4354"	"1"	1119983	1120294
"4358"	"1"	1120389	1120922
"4362"	"1"	1120924	1122345
"4366"	"1"	1122353	1123510
"4370"	"1"	1123904	1125439
"4374"	"1"	1125432	1127975
"4378"	"1"	1128148	1128375
"4382"	"1"	1128376	1128750
"4386"	"1"	1128833	1130059
"4390"	"1"	1130231	1131151
"4394"	"1"	1131376	1132428
"4398"	"1"	1132470	1133045
"4402"	"1"	1133049	1133615
"4406"	"1"	1133876	1134016
"4410"	"1"	1134037	1135155
"4414"	"1"	1135270	1135524
"4418"	"1"	1135814	1136059
"4422"	"1"	1136133	1137179
"4426"	"1"	1137285	1137845
"4430"	"1"	1137979	1138626
"4434"	"1"	1138690	1139898
"4438"	"1"	1140134	1140718
"4442"	"1"	1140729	1141376
"4446"	"1"	1141378	1142301
"4450"	"1"	1142411	1143946
"4454"	"1"	1143986	1144402
"4458"	"1"	1144407	1144700
"4462"	"1"	1144776	1145435
"4466"	"1"	1145590	1146006
"4470"	"1"	1146010	1146414
"4474"	"1"	1146426	1147121
"4478"	"1"	1147146	1148351
"4482"	"1"	1148371	1149126
"4486"	"1"	1149298	1150080
"4490"	"1"	1150133	1150831
"4494"	"1"	1150843	1151940
"4498"	"1"	1151940	1152881
"4502"	"1"	1152947	1154590
"4506"	"1"	1154602	1155555
"4510"	"1"	1155751	1158936
"4514"	"1"	1159071	1159391
"4518"	"1"	1159509	1160468
"4522"	"1"	1160580	1161164
"4526"	"1"	1161158	1161326
"4529"	"1"	1161363	1161884
"4533"	"1"	1161936	1162109
"4537"	"1"	1162190	1163260
"4541"	"1"	1163328	1164281
"4545"	"1"	1164297	1165226
"4549"	"1"	1165239	1165973
"4553"	"1"	1166184	1166420
"4557"	"1"	1166508	1167749
"4561"	"1"	1167869	1168678
"4565"	"1"	1168681	1169703
"4569"	"1"	1169693	1170334
"4573"	"1"	1170331	1171335
"4577"	"1"	1171346	1172143
"4581"	"1"	1172438	1173871
"4585"	"1"	1173931	1176120
"4589"	"1"	1176454	1176813
"4593"	"1"	1176816	1177193
"4597"	"1"	1177207	1177848
"4601"	"1"	1177829	1178653
"4605"	"1"	1178664	1179689
"4609"	"1"	1179712	1180254
"4613"	"1"	1180662	1181966
"4617"	"1"	1182193	1182732
"4621"	"1"	1182794	1183426
"4625"	"1"	1183667	1183924
"4629"	"1"	1184007	1184969
"4633"	"1"	1185113	1188559
"4637"	"1"	1188687	1189760
"4641"	"1"	1190022	1191221
"4645"	"1"	1191214	1191915
"4649"	"1"	1191915	1193159
"4653"	"1"	1193615	1194382
"4654"	"1"	1193670	1193945
"4658"	"1"	1193864	1194367
"4662"	"1"	1194892	1195731
"4666"	"1"	1195850	1196638
"4670"	"1"	1196688	1197095
"4674"	"1"	1197153	1198199
"4678"	"1"	1198196	1198990
"4682"	"1"	1198987	1199814
"4686"	"1"	1199828	1200964
"4690"	"1"	1201214	1202440
"4694"	"1"	1202489	1203610
"4698"	"1"	1203686	1205146
"4702"	"1"	1205146	1205817
"4706"	"1"	1205985	1207355
"4710"	"1"	1207359	1208000
"4714"	"1"	1208036	1209142
"4718"	"1"	1209196	1209657
"4722"	"1"	1209667	1210320
"4726"	"1"	1210492	1211742
"4730"	"1"	1211845	1212168
"4734"	"1"	1212864	1213268
"4738"	"1"	1213489	1214220
"4742"	"1"	1214425	1215636
"4746"	"1"	1215950	1216186
"4750"	"1"	1216229	1216501
"4754"	"1"	1216530	1216796
"4758"	"1"	1216909	1217157
"4762"	"1"	1217489	1219012
"4766"	"1"	1219144	1219362
"4770"	"1"	1222466	1222795
"4774"	"1"	1222805	1223080
"4778"	"1"	1223856	1224068
"4782"	"1"	1224440	1224706
"4786"	"1"	1224710	1225522
"4790"	"1"	1225546	1226241
"4794"	"1"	1226761	1227129
"4798"	"1"	1227232	1227633
"4802"	"1"	1227842	1228168
"4806"	"1"	1228240	1228899
"4810"	"1"	1228991	1229437
"4814"	"1"	1230779	1230857
"4817"	"1"	1230917	1231336
"4821"	"1"	1231336	1232604
"4825"	"1"	1232650	1233180
"4829"	"1"	1233326	1234867
"4833"	"1"	1235088	1235807
"4837"	"1"	1235859	1237391
"4841"	"1"	1237721	1239019
"4845"	"1"	1239029	1240099
"4849"	"1"	1240485	1242221
"4853"	"1"	1242316	1243230
"4857"	"1"	1243330	1243941
"4861"	"1"	1243943	1244677
"4865"	"1"	1244878	1245132
"4869"	"1"	1245310	1245750
"4873"	"1"	1245829	1247526
"4877"	"1"	1247846	1249264
"4881"	"1"	1249275	1249907
"4885"	"1"	1249918	1250988
"4889"	"1"	1251216	1253135
"4893"	"1"	1253235	1256102
"4897"	"1"	1256871	1257962
"4901"	"1"	1258079	1258663
"4905"	"1"	1258941	1259219
"4909"	"1"	1259274	1260953
"4913"	"1"	1261078	1262025
"4917"	"1"	1262176	1263027
"4921"	"1"	1263027	1263650
"4925"	"1"	1263864	1265120
"4929"	"1"	1265162	1266244
"4933"	"1"	1266244	1267077
"4937"	"1"	1267074	1267466
"4941"	"1"	1267470	1268279
"4945"	"1"	1268315	1269169
"4949"	"1"	1269316	1269423
"4953"	"1"	1269471	1269536
"4956"	"1"	1269851	1269958
"4960"	"1"	1270006	1270071
"4963"	"1"	1270386	1270493
"4967"	"1"	1270541	1270606
"4970"	"1"	1270898	1271998
"4974"	"1"	1272268	1272498
"4978"	"1"	1272635	1273351
"4982"	"1"	1273395	1273748
"4986"	"1"	1274075	1275328
"4990"	"1"	1275329	1275979
"4994"	"1"	1275972	1277768
"4998"	"1"	1278107	1279498
"5002"	"1"	1280014	1283757
"5006"	"1"	1283754	1285292
"5010"	"1"	1285289	1285999
"5014"	"1"	1285999	1286676
"5018"	"1"	1287038	1287122
"5021"	"1"	1287041	1287122
"5024"	"1"	1287332	1287416
"5027"	"1"	1287335	1287416
"5030"	"1"	1287576	1288418
"5034"	"1"	1288468	1288926
"5038"	"1"	1289000	1289944
"5042"	"1"	1290036	1291049
"5046"	"1"	1291251	1292159
"5050"	"1"	1292303	1292716
"5054"	"1"	1293320	1293937
"5058"	"1"	1294239	1296914
"5062"	"1"	1297391	1298038
"5066"	"1"	1298776	1300407
"5070"	"1"	1300493	1301413
"5074"	"1"	1301428	1302336
"5078"	"1"	1302348	1303361
"5082"	"1"	1303358	1304362
"5086"	"1"	1304415	1304744
"5090"	"1"	1304779	1306239
"5094"	"1"	1306610	1307863
"5098"	"1"	1308163	1308459
"5102"	"1"	1308683	1309402
"5106"	"1"	1309442	1309840
"5110"	"1"	1309945	1310484
"5114"	"1"	1310514	1311257
"5118"	"1"	1311614	1312252
"5122"	"1"	1312312	1312818
"5126"	"1"	1312864	1313364
"5130"	"1"	1313450	1313629
"5134"	"1"	1314010	1314816
"5138"	"1"	1314816	1316009
"5142"	"1"	1316021	1317379
"5146"	"1"	1317383	1318978
"5150"	"1"	1318978	1320540
"5154"	"1"	1320632	1320676
"5158"	"1"	1320814	1321695
"5162"	"1"	1321692	1322312
"5166"	"1"	1322721	1323488
"5167"	"1"	1322776	1323051
"5171"	"1"	1322970	1323473
"5175"	"1"	1325224	1326099
"5179"	"1"	1326139	1326729
"5183"	"1"	1326726	1327484
"5187"	"1"	1327704	1328753
"5191"	"1"	1328789	1329040
"5195"	"1"	1329420	1332017
"5199"	"1"	1332227	1333201
"5203"	"1"	1333871	1334073
"5206"	"1"	1334203	1336878
"5210"	"1"	1336942	1337532
"5214"	"1"	1337702	1338466
"5218"	"1"	1338615	1338923
"5222"	"1"	1338930	1340099
"5226"	"1"	1340292	1341029
"5230"	"1"	1341029	1341355
"5234"	"1"	1341481	1341699
"5238"	"1"	1341968	1342717
"5242"	"1"	1343127	1345112
"5246"	"1"	1345347	1347281
"5250"	"1"	1347349	1348476
"5254"	"1"	1348620	1349408
"5258"	"1"	1349776	1350129
"5262"	"1"	1350197	1351003
"5266"	"1"	1351005	1351997
"5270"	"1"	1351997	1352887
"5274"	"1"	1352874	1353839
"5278"	"1"	1353836	1355479
"5282"	"1"	1355791	1356036
"5286"	"1"	1356170	1357555
"5290"	"1"	1357858	1359276
"5294"	"1"	1359488	1360252
"5298"	"1"	1360279	1360836
"5302"	"1"	1361111	1362598
"5306"	"1"	1362600	1363880
"5310"	"1"	1363918	1365183
"5314"	"1"	1365303	1366280
"5318"	"1"	1366447	1367115
"5322"	"1"	1367169	1367393
"5326"	"1"	1367393	1367752
"5330"	"1"	1367761	1367982
"5334"	"1"	1368057	1368371
"5338"	"1"	1368584	1370263
"5342"	"1"	1370277	1371569
"5346"	"1"	1371590	1372471
"5350"	"1"	1372458	1373300
"5354"	"1"	1373331	1374383
"5358"	"1"	1374402	1375190
"5362"	"1"	1375200	1376255
"5366"	"1"	1376252	1378519
"5370"	"1"	1378516	1379175
"5374"	"1"	1379189	1380271
"5378"	"1"	1380316	1381221
"5382"	"1"	1381332	1382330
"5386"	"1"	1382486	1383883
"5390"	"1"	1383880	1384941
"5394"	"1"	1385089	1386630
"5398"	"1"	1386674	1387180
"5402"	"1"	1387299	1388264
"5406"	"1"	1388239	1389027
"5410"	"1"	1389302	1390234
"5414"	"1"	1390360	1391259
"5418"	"1"	1391596	1393209
"5422"	"1"	1393260	1394291
"5426"	"1"	1394535	1394792
"5430"	"1"	1394842	1395792
"5434"	"1"	1395944	1396696
"5438"	"1"	1396891	1397406
"5442"	"1"	1397417	1398943
"5446"	"1"	1398980	1400425
"5450"	"1"	1400425	1401735
"5454"	"1"	1401911	1402819
"5458"	"1"	1402800	1402979
"5461"	"1"	1403149	1403712
"5465"	"1"	1403733	1404965
"5469"	"1"	1405220	1406203
"5473"	"1"	1406299	1406416
"5476"	"1"	1406681	1408054
"5480"	"1"	1408183	1409118
"5484"	"1"	1409095	1426590
"5485"	"1"	1409170	1410405
"5489"	"1"	1410407	1410622
"5493"	"1"	1410701	1410910
"5497"	"1"	1410903	1411097
"5501"	"1"	1411154	1411963
"5505"	"1"	1411956	1414556
"5509"	"1"	1414658	1414933
"5513"	"1"	1415008	1415178
"5517"	"1"	1415178	1415399
"5521"	"1"	1415841	1416329
"5525"	"1"	1416326	1416481
"5529"	"1"	1416492	1416626
"5533"	"1"	1416700	1416837
"5537"	"1"	1416842	1417186
"5541"	"1"	1417152	1417424
"5545"	"1"	1417530	1418063
"5549"	"1"	1418225	1418524
"5553"	"1"	1418662	1420119
"5557"	"1"	1420257	1420688
"5561"	"1"	1420721	1421557
"5565"	"1"	1421656	1423881
"5569"	"1"	1423878	1424156
"5573"	"1"	1424169	1424462
"5577"	"1"	1424690	1425280
"5581"	"1"	1425597	1425863
"5585"	"1"	1426791	1427225
"5589"	"1"	1427366	1428499
"5593"	"1"	1428724	1428844
"5596"	"1"	1428866	1432390
"5600"	"1"	1432664	1432930
"5604"	"1"	1432927	1433349
"5608"	"1"	1433460	1434449
"5612"	"1"	1434657	1437296
"5616"	"1"	1437293	1437478
"5620"	"1"	1437486	1437812
"5624"	"1"	1437984	1438889
"5628"	"1"	1439125	1440624
"5632"	"1"	1440683	1442401
"5636"	"1"	1442639	1443893
"5637"	"1"	1442692	1443000
"5641"	"1"	1442997	1443863
"5645"	"1"	1443881	1444414
"5649"	"1"	1444478	1446784
"5653"	"1"	1446955	1447560
"5657"	"1"	1447560	1448456
"5661"	"1"	1448472	1450229
"5665"	"1"	1450243	1451535
"5669"	"1"	1451586	1452191
"5673"	"1"	1452449	1456294
"5677"	"1"	1456566	1457366
"5681"	"1"	1457563	1459002
"5685"	"1"	1459044	1460045
"5689"	"1"	1460160	1460927
"5690"	"1"	1460215	1460490
"5694"	"1"	1460409	1460912
"5698"	"1"	1461011	1461541
"5702"	"1"	1461552	1461615
"5705"	"1"	1461786	1461959
"5709"	"1"	1462031	1462180
"5713"	"1"	1462071	1462238
"5717"	"1"	1462175	1462326
"5720"	"1"	1462579	1464219
"5724"	"1"	1464257	1465180
"5728"	"1"	1465397	1466740
"5732"	"1"	1466995	1468620
"5736"	"1"	1468541	1468744
"5740"	"1"	1468760	1468984
"5744"	"1"	1469047	1469586
"5748"	"1"	1469578	1470558
"5752"	"1"	1470682	1471674
"5756"	"1"	1471671	1472264
"5760"	"1"	1472567	1473235
"5764"	"1"	1473767	1474975
"5768"	"1"	1475015	1476190
"5772"	"1"	1476282	1476818
"5776"	"1"	1476891	1478852
"5780"	"1"	1478944	1479174
"5784"	"1"	1479597	1480034
"5788"	"1"	1480113	1481519
"5792"	"1"	1481764	1482909
"5796"	"1"	1482927	1483940
"5800"	"1"	1483941	1484882
"5804"	"1"	1484872	1485666
"5808"	"1"	1485688	1487112
"5812"	"1"	1487499	1487672
"5816"	"1"	1487758	1487991
"5820"	"1"	1487992	1488441
"5824"	"1"	1488438	1488956
"5828"	"1"	1489137	1490174
"5832"	"1"	1490372	1491037
"5836"	"1"	1491073	1493175
"5840"	"1"	1493417	1494478
"5844"	"1"	1494593	1496092
"5848"	"1"	1496359	1496976
"5852"	"1"	1497052	1497264
"5856"	"1"	1498084	1500210
"5860"	"1"	1500277	1504500
"5864"	"1"	1504484	1504966
"5868"	"1"	1505148	1505894
"5872"	"1"	1505938	1506138
"5876"	"1"	1506378	1507169
"5880"	"1"	1507202	1507429
"5884"	"1"	1507433	1508002
"5888"	"1"	1508175	1509020
"5892"	"1"	1510088	1510768
"5896"	"1"	1510765	1511460
"5900"	"1"	1511460	1513004
"5904"	"1"	1513001	1516741
"5908"	"1"	1516823	1518211
"5912"	"1"	1518535	1518870
"5916"	"1"	1518909	1519865
"5920"	"1"	1519889	1520179
"5924"	"1"	1520438	1521262
"5928"	"1"	1521551	1524598
"5932"	"1"	1524611	1525495
"5936"	"1"	1525488	1526141
"5940"	"1"	1526336	1526698
"5944"	"1"	1526766	1527776
"5948"	"1"	1527910	1529607
"5952"	"1"	1529764	1529901
"5956"	"1"	1530003	1530218
"5960"	"1"	1530563	1530994
"5964"	"1"	1531050	1531976
"5968"	"1"	1531969	1532955
"5972"	"1"	1532952	1533848
"5976"	"1"	1533845	1534867
"5980"	"1"	1534869	1536419
"5984"	"1"	1536433	1537014
"5988"	"1"	1537272	1539671
"5992"	"1"	1539696	1540739
"5996"	"1"	1541455	1542774
"6000"	"1"	1542905	1544440
"6004"	"1"	1544596	1545996
"6008"	"1"	1546358	1549153
"6012"	"1"	1549198	1551570
"6016"	"1"	1551608	1553293
"6020"	"1"	1553584	1554741
"6024"	"1"	1554793	1556475
"6028"	"1"	1556877	1557638
"6032"	"1"	1557713	1557910
"6036"	"1"	1558158	1560437
"6040"	"1"	1560771	1561685
"6044"	"1"	1561744	1562247
"6048"	"1"	1562260	1562790
"6052"	"1"	1562804	1563952
"6056"	"1"	1566567	1567103
"6060"	"1"	1567421	1568743
"6064"	"1"	1568743	1569009
"6068"	"1"	1570787	1571584
"6072"	"1"	1571596	1572618
"6076"	"1"	1572645	1573520
"6080"	"1"	1573544	1573834
"6084"	"1"	1573891	1574649
"6088"	"1"	1574653	1575567
"6092"	"1"	1575774	1577225
"6096"	"1"	1577452	1578399
"6100"	"1"	1579009	1579368
"6104"	"1"	1579368	1580294
"6108"	"1"	1580358	1581746
"6112"	"1"	1581847	1582728
"6116"	"1"	1582806	1583921
"6120"	"1"	1584071	1585261
"6124"	"1"	1585286	1585951
"6128"	"1"	1586072	1586356
"6132"	"1"	1586346	1586666
"6136"	"1"	1586886	1587320
"6140"	"1"	1587340	1587723
"6144"	"1"	1587755	1587973
"6148"	"1"	1588004	1588903
"6152"	"1"	1589098	1590285
"6156"	"1"	1590501	1590714
"6159"	"1"	1590726	1591616
"6163"	"1"	1591871	1592263
"6167"	"1"	1592539	1593057
"6171"	"1"	1593101	1595146
"6175"	"1"	1595283	1596029
"6179"	"1"	1596118	1596804
"6183"	"1"	1596981	1597184
"6187"	"1"	1597220	1598680
"6191"	"1"	1598769	1600052
"6195"	"1"	1600053	1629949
"6196"	"1"	1600805	1601071
"6200"	"1"	1601387	1601977
"6204"	"1"	1602205	1602498
"6208"	"1"	1602509	1603213
"6212"	"1"	1603223	1603504
"6216"	"1"	1603504	1605882
"6220"	"1"	1605947	1606546
"6224"	"1"	1606613	1607932
"6228"	"1"	1607920	1609174
"6229"	"1"	1607973	1608281
"6233"	"1"	1608278	1609144
"6237"	"1"	1609298	1609504
"6241"	"1"	1609800	1609973
"6245"	"1"	1610146	1610301
"6249"	"1"	1610449	1610703
"6253"	"1"	1610648	1610860
"6257"	"1"	1611224	1611721
"6261"	"1"	1611718	1612251
"6265"	"1"	1612573	1613124
"6269"	"1"	1613129	1613344
"6273"	"1"	1613535	1614248
"6277"	"1"	1614655	1615377
"6281"	"1"	1615474	1616728
"6282"	"1"	1615527	1615835
"6286"	"1"	1615832	1616698
"6290"	"1"	1617068	1617592
"6294"	"1"	1617748	1618128
"6298"	"1"	1618143	1618721
"6302"	"1"	1618795	1619073
"6306"	"1"	1619140	1619391
"6310"	"1"	1619608	1619763
"6314"	"1"	1619758	1619932
"6317"	"1"	1619975	1620064
"6321"	"1"	1620376	1621155
"6325"	"1"	1621325	1621747
"6329"	"1"	1621788	1622807
"6333"	"1"	1622734	1623195
"6337"	"1"	1623239	1623469
"6341"	"1"	1623547	1623954
"6345"	"1"	1624069	1624275
"6349"	"1"	1624287	1624652
"6353"	"1"	1624621	1624908
"6357"	"1"	1625098	1625149
"6360"	"1"	1625324	1625512
"6364"	"1"	1625509	1625700
"6368"	"1"	1625794	1628265
"6372"	"1"	1628338	1628589
"6376"	"1"	1630091	1631110
"6380"	"1"	1631122	1632336
"6384"	"1"	1632542	1632868
"6388"	"1"	1633003	1633344
"6392"	"1"	1633379	1633939
"6396"	"1"	1633942	1634652
"6400"	"1"	1634760	1635065
"6404"	"1"	1635264	1637690
"6408"	"1"	1637751	1640174
"6412"	"1"	1640185	1640802
"6416"	"1"	1640804	1641658
"6420"	"1"	1641701	1642315
"6424"	"1"	1642510	1643766
"6428"	"1"	1643719	1644414
"6432"	"1"	1644539	1645759
"6436"	"1"	1645894	1646787
"6440"	"1"	1646894	1648147
"6444"	"1"	1648571	1648879
"6448"	"1"	1649155	1649976
"6452"	"1"	1650015	1650344
"6456"	"1"	1650331	1650696
"6460"	"1"	1651108	1652142
"6464"	"1"	1652167	1653555
"6468"	"1"	1653566	1655098
"6472"	"1"	1655622	1656566
"6476"	"1"	1656752	1658134
"6480"	"1"	1658171	1658893
"6484"	"1"	1658890	1659225
"6488"	"1"	1659345	1660073
"6492"	"1"	1660077	1661378
"6496"	"1"	1661454	1662383
"6500"	"1"	1662380	1663783
"6504"	"1"	1663926	1665572
"6508"	"1"	1665771	1666946
"6512"	"1"	1667047	1668555
"6516"	"1"	1668781	1670046
"6520"	"1"	1670085	1671458
"6524"	"1"	1671455	1673266
"6528"	"1"	1673657	1674247
"6532"	"1"	1674468	1675235
"6536"	"1"	1675346	1676374
"6540"	"1"	1676549	1678141
"6544"	"1"	1678151	1679323
"6548"	"1"	1679427	1680428
"6552"	"1"	1680462	1681502
"6556"	"1"	1681745	1681870
"6560"	"1"	1682143	1682358
"6564"	"1"	1682444	1682884
"6568"	"1"	1682961	1683542
"6572"	"1"	1683542	1684120
"6576"	"1"	1684113	1686335
"6580"	"1"	1686336	1687394
"6584"	"1"	1687398	1688018
"6588"	"1"	1688022	1688717
"6592"	"1"	1688717	1689352
"6596"	"1"	1689963	1691465
"6600"	"1"	1691571	1692176
"6604"	"1"	1692220	1693083
"6608"	"1"	1693142	1694416
"6612"	"1"	1694545	1695201
"6616"	"1"	1695260	1695589
"6620"	"1"	1695687	1696796
"6624"	"1"	1697070	1697537
"6628"	"1"	1697584	1698018
"6632"	"1"	1698219	1698455
"6636"	"1"	1698458	1699315
"6640"	"1"	1699315	1701327
"6644"	"1"	1701328	1701849
"6648"	"1"	1701930	1702826
"6652"	"1"	1702875	1703114
"6656"	"1"	1703301	1703816
"6660"	"1"	1703853	1704950
"6664"	"1"	1705031	1705438
"6668"	"1"	1705541	1706188
"6672"	"1"	1706281	1710897
"6676"	"1"	1710948	1711295
"6680"	"1"	1711629	1712444
"6684"	"1"	1712572	1713153
"6688"	"1"	1713388	1714557
"6692"	"1"	1714720	1715110
"6695"	"1"	1714723	1714842
"6699"	"1"	1715111	1716136
"6703"	"1"	1716133	1717065
"6707"	"1"	1717178	1718389
"6711"	"1"	1718680	1719828
"6715"	"1"	1719868	1720509
"6719"	"1"	1720724	1722097
"6723"	"1"	1722138	1723394
"6727"	"1"	1723702	1723775
"6730"	"1"	1723702	1723778
"6733"	"1"	1723783	1723856
"6736"	"1"	1723783	1723859
"6739"	"1"	1723821	1723983
"6742"	"1"	1723967	1724272
"6746"	"1"	1724398	1726002
"6750"	"1"	1726014	1726826
"6754"	"1"	1726830	1727615
"6758"	"1"	1727612	1728280
"6762"	"1"	1728344	1728991
"6766"	"1"	1728995	1731097
"6770"	"1"	1731118	1731744
"6774"	"1"	1732199	1732408
"6778"	"1"	1732965	1734377
"6782"	"1"	1734688	1734924
"6786"	"1"	1734988	1735992
"6790"	"1"	1736141	1736557
"6794"	"1"	1736570	1737790
"6798"	"1"	1737787	1739058
"6802"	"1"	1739033	1739779
"6806"	"1"	1739789	1741276
"6810"	"1"	1741285	1741653
"6814"	"1"	1741975	1742035
"6817"	"1"	1742201	1742470
"6821"	"1"	1742489	1742899
"6825"	"1"	1742896	1745952
"6829"	"1"	1746341	1747453
"6833"	"1"	1747639	1747746
"6836"	"1"	1747882	1748238
"6840"	"1"	1749778	1751043
"6844"	"1"	1751055	1751921
"6848"	"1"	1751952	1752710
"6852"	"1"	1752855	1754450
"6856"	"1"	1754464	1755615
"6860"	"1"	1755658	1756569
"6864"	"1"	1756885	1757649
"6868"	"1"	1757669	1758607
"6872"	"1"	1758663	1759952
"6876"	"1"	1759949	1760242
"6880"	"1"	1760245	1761945
"6884"	"1"	1762002	1764380
"6888"	"1"	1764713	1765546
"6892"	"1"	1765703	1766749
"6896"	"1"	1766881	1767072
"6900"	"1"	1767076	1768512
"6904"	"1"	1768575	1769117
"6908"	"1"	1769534	1769998
"6912"	"1"	1770076	1770825
"6916"	"1"	1770825	1771376
"6920"	"1"	1771439	1772419
"6924"	"1"	1772420	1772578
"6927"	"1"	1772520	1772819
"6931"	"1"	1772824	1775211
